0, 1e-05
1, 1e-05
2, 1e-05
3, 1e-05
4, 1e-05
5, 1e-05
6, 1e-05
7, 1e-05
8, 1e-05
9, 1e-05
10, 1e-05
11, 1e-05
12, 1e-05
13, 1e-05
14, 1e-05
15, 1e-05
16, 1e-05
17, 1e-05
18, 1e-05
19, 1e-05
20, 1e-05
21, 1e-05
22, 1e-05
23, 1e-05
24, 1e-05
25, 1e-05
26, 1e-05
27, 1e-05
28, 1e-05
29, 1e-05
30, 1e-05
31, 1e-05
32, 1e-05
33, 1e-05
34, 1e-05
35, 1e-05
36, 1e-05
37, 1e-05
38, 1e-05
39, 1e-05
40, 1e-05
41, 1e-05
42, 1e-05
43, 1e-05
44, 1e-05
45, 1e-05
46, 1e-05
47, 1e-05
48, 1e-05
49, 1e-05
50, 5e-06
51, 5e-06
52, 5e-06
53, 5e-06
54, 2.5e-06
55, 2.5e-06
56, 2.5e-06
57, 2.5e-06
58, 2.5e-06
59, 2.5e-06
60, 2.5e-06
61, 2.5e-06
62, 2.5e-06
63, 2.5e-06
64, 1.25e-06
65, 6.25e-07
66, 6.25e-07
67, 3.125e-07
68, 3.125e-07
69, 1.5625e-07
70, 1.5625e-07
71, 7.8125e-08
72, 3.90625e-08
73, 3.90625e-08
74, 1.953125e-08
75, 1.953125e-08
76, 1.953125e-08
77, 1.953125e-08
78, 1.953125e-08
79, 1.953125e-08
80, 1.953125e-08
81, 1.953125e-08
82, 1.953125e-08
83, 1.953125e-08
84, 1.953125e-08
85, 1.953125e-08
86, 1.953125e-08
87, 1.953125e-08
88, 1.953125e-08
89, 1.953125e-08
90, 1.953125e-08
91, 1.953125e-08
92, 1.953125e-08
93, 1.953125e-08
94, 1.953125e-08
95, 1.953125e-08
96, 1.953125e-08
97, 1.953125e-08
98, 1.953125e-08
99, 1.953125e-08
100, 1.953125e-08
101, 1.953125e-08
102, 1.953125e-08
103, 1.953125e-08
104, 1.953125e-08
105, 1.953125e-08
106, 1.953125e-08
107, 1.953125e-08
108, 1.953125e-08
109, 1.953125e-08
110, 1.953125e-08
111, 1.953125e-08
112, 1.953125e-08
113, 1.953125e-08
114, 1.953125e-08
115, 1.953125e-08
116, 1.953125e-08
117, 1.953125e-08
118, 1.953125e-08
119, 1.953125e-08
120, 1.953125e-08
121, 1.953125e-08
122, 1.953125e-08
